Student_ID,Form_No,Class,Student_Name,Surname,Father_Name,Mother_Name,DOB,DOB_Words,Place_of_Birth,District,State,Aadhar,Category,Religion,Mother_Tongue,Physical_Disability,Blood_Group,Address,City,Pin_Code,Emergency_Contact_Name,Emergency_Contact_No,Guardian_Name,Guardian_Relation
98,MRS-0098,Class 2,Rahul Jain,Jain,Rakesh Jain,Rekha Jain,42907,42907,Indore,Indore,Madhya Pradesh,954888000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Jain,9227151163,Rakesh Jain,Father
99,MRS-0099,Class 2,Rahul Yadav,Yadav,Deepak Yadav,Seema Yadav,43233,43233,Indore,Indore,Madhya Pradesh,923374000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Deepak Yadav,9740600644,Deepak Yadav,Father
100,MRS-0100,Class 2,Riya Jain,Jain,Ashok Jain,Sarla Jain,42894,42894,Indore,Indore,Madhya Pradesh,360711000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Ashok Jain,9688338251,Ashok Jain,Father
101,MRS-0101,Class 2,Anjali Malviya,Malviya,Mahesh Malviya,Geeta Malviya,43377,43377,Indore,Indore,Madhya Pradesh,889675000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Malviya,9257632052,Mahesh Malviya,Father
102,MRS-0102,Class 2,Neha Agarwal,Agarwal,Rajesh Agarwal,Sarla Agarwal,42649,42649,Indore,Indore,Madhya Pradesh,302465000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Agarwal,9899923505,Rajesh Agarwal,Father
103,MRS-0103,Class 2,Sneha Sharma,Sharma,Ashok Sharma,Kiran Sharma,42691,42691,Indore,Indore,Madhya Pradesh,803865000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Ashok Sharma,9299734578,Ashok Sharma,Father
104,MRS-0104,Class 2,Pranav Mishra,Mishra,Manoj Mishra,Vinita Mishra,42645,42645,Indore,Indore,Madhya Pradesh,865190000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Manoj Mishra,9902466201,Manoj Mishra,Father
105,MRS-0105,Class 2,Pooja Gupta,Gupta,Ashok Gupta,Poonam Gupta,43198,43198,Indore,Indore,Madhya Pradesh,400164000000,SC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Ashok Gupta,9304117895,Ashok Gupta,Father
106,MRS-0106,Class 2,Pranav Mishra,Mishra,Prakash Mishra,Kiran Mishra,43434,43434,Indore,Indore,Madhya Pradesh,386829000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Prakash Mishra,9126892912,Prakash Mishra,Father
107,MRS-0107,Class 2,Suresh Choudhary,Choudhary,Mahesh Choudhary,Rekha Choudhary,43004,43004,Indore,Indore,Madhya Pradesh,723485000000,General,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Choudhary,9539909532,Mahesh Choudhary,Father
108,MRS-0108,Class 2,Sneha Yadav,Yadav,Rajesh Yadav,Lata Yadav,43184,43184,Indore,Indore,Madhya Pradesh,554342000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Yadav,9698246764,Rajesh Yadav,Father
109,MRS-0109,Class 2,Sneha Jain,Jain,Vijay Jain,Lata Jain,42579,42579,Indore,Indore,Madhya Pradesh,135731000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Vijay Jain,9421878203,Vijay Jain,Father
110,MRS-0110,Class 2,Suresh Yadav,Yadav,Prakash Yadav,Sarla Yadav,43261,43261,Indore,Indore,Madhya Pradesh,737963000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Prakash Yadav,9618932070,Prakash Yadav,Father
111,MRS-0111,Class 3,Kavita Yadav,Yadav,Mahesh Yadav,Sarla Yadav,42247,42247,Indore,Indore,Madhya Pradesh,912423000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Yadav,9361021371,Mahesh Yadav,Father
112,MRS-0112,Class 3,Aarti Verma,Verma,Deepak Verma,Vinita Verma,42481,42481,Indore,Indore,Madhya Pradesh,192972000000,ST,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Deepak Verma,9337985796,Deepak Verma,Father
113,MRS-0113,Class 3,Suresh Mishra,Mishra,Manoj Mishra,Seema Mishra,42597,42597,Indore,Indore,Madhya Pradesh,510362000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Manoj Mishra,9511642149,Manoj Mishra,Father
114,MRS-0114,Class 3,Vikas Patel,Patel,Manoj Patel,Kiran Patel,42935,42935,Indore,Indore,Madhya Pradesh,876123000000,ST,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Manoj Patel,9690263017,Manoj Patel,Father
115,MRS-0115,Class 3,Aman Malviya,Malviya,Ashok Malviya,Sunita Malviya,42886,42886,Indore,Indore,Madhya Pradesh,997443000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Ashok Malviya,9649741889,Ashok Malviya,Father
116,MRS-0116,Class 3,Neha Malviya,Malviya,Vijay Malviya,Vinita Malviya,42358,42358,Indore,Indore,Madhya Pradesh,607532000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Vijay Malviya,9663459018,Vijay Malviya,Father
117,MRS-0117,Class 3,Kavita Gupta,Gupta,Mahesh Gupta,Geeta Gupta,42074,42074,Indore,Indore,Madhya Pradesh,847717000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Gupta,9910063438,Mahesh Gupta,Father
118,MRS-0118,Class 3,Shreya Verma,Verma,Sanjay Verma,Rekha Verma,42267,42267,Indore,Indore,Madhya Pradesh,805830000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Verma,9859873932,Sanjay Verma,Father
119,MRS-0119,Class 3,Shreya Malviya,Malviya,Vijay Malviya,Meena Malviya,42909,42909,Indore,Indore,Madhya Pradesh,567240000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Vijay Malviya,9149884399,Vijay Malviya,Father
120,MRS-0120,Class 3,Aarti Gupta,Gupta,Mahesh Gupta,Sunita Gupta,42470,42470,Indore,Indore,Madhya Pradesh,793337000000,ST,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Gupta,9543911099,Mahesh Gupta,Father
121,MRS-0121,Class 3,Aman Sharma,Sharma,Mahesh Sharma,Poonam Sharma,42099,42099,Indore,Indore,Madhya Pradesh,971838000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Sharma,9928301625,Mahesh Sharma,Father
122,MRS-0122,Class 3,Neha Jain,Jain,Sanjay Jain,Lata Jain,42209,42209,Indore,Indore,Madhya Pradesh,212469000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Jain,9170033399,Sanjay Jain,Father
123,MRS-0123,Class 3,Aman Mishra,Mishra,Deepak Mishra,Sunita Mishra,42733,42733,Indore,Indore,Madhya Pradesh,856492000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Deepak Mishra,9789104069,Deepak Mishra,Father
124,MRS-0124,Class 3,Pooja Patel,Patel,Sanjay Patel,Sunita Patel,42713,42713,Indore,Indore,Madhya Pradesh,392545000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Patel,9868809730,Sanjay Patel,Father
125,MRS-0125,Class 3,Priya Verma,Verma,Vijay Verma,Kiran Verma,42490,42490,Indore,Indore,Madhya Pradesh,693527000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Vijay Verma,9227339898,Vijay Verma,Father
126,MRS-0126,Class 3,Vikas Choudhary,Choudhary,Deepak Choudhary,Rekha Choudhary,42273,42273,Indore,Indore,Madhya Pradesh,253664000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Deepak Choudhary,9845399899,Deepak Choudhary,Father
127,MRS-0127,Class 3,Aarti Agarwal,Agarwal,Deepak Agarwal,Meena Agarwal,42852,42852,Indore,Indore,Madhya Pradesh,778189000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Deepak Agarwal,9580095083,Deepak Agarwal,Father
128,MRS-0128,Class 3,Vikas Yadav,Yadav,Prakash Yadav,Sarla Yadav,42594,42594,Indore,Indore,Madhya Pradesh,479768000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Prakash Yadav,9826729410,Prakash Yadav,Father
129,MRS-0129,Class 3,Aarti Sharma,Sharma,Vijay Sharma,Sunita Sharma,42333,42333,Indore,Indore,Madhya Pradesh,708759000000,General,Hindu,Hindi,Yes,AB+,"Indore, Madhya Pradesh",Indore,452001,Vijay Sharma,9574230761,Vijay Sharma,Father
130,MRS-0130,Class 3,Nikhil Verma,Verma,Vijay Verma,Geeta Verma,42723,42723,Indore,Indore,Madhya Pradesh,226428000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Vijay Verma,9167917759,Vijay Verma,Father
131,MRS-0131,Class 3,Kunal Agarwal,Agarwal,Manoj Agarwal,Geeta Agarwal,42115,42115,Indore,Indore,Madhya Pradesh,378639000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Manoj Agarwal,9944190439,Manoj Agarwal,Father
132,MRS-0132,Class 3,Neha Mishra,Mishra,Rakesh Mishra,Vinita Mishra,42132,42132,Indore,Indore,Madhya Pradesh,807115000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Mishra,9583650166,Rakesh Mishra,Father
133,MRS-0133,Class 3,Aakash Agarwal,Agarwal,Prakash Agarwal,Sarla Agarwal,43024,43024,Indore,Indore,Madhya Pradesh,249816000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Prakash Agarwal,9673300038,Prakash Agarwal,Father
134,MRS-0134,Class 3,Sneha Sharma,Sharma,Ashok Sharma,Seema Sharma,42832,42832,Indore,Indore,Madhya Pradesh,638744000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Ashok Sharma,9898854739,Ashok Sharma,Father
135,MRS-0135,Class 3,Komal Sharma,Sharma,Mahesh Sharma,Vinita Sharma,43045,43045,Indore,Indore,Madhya Pradesh,243847000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Sharma,9639668026,Mahesh Sharma,Father
136,MRS-0136,Class 3,Kavita Gupta,Gupta,Mahesh Gupta,Lata Gupta,42814,42814,Indore,Indore,Madhya Pradesh,295770000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Gupta,9867370449,Mahesh Gupta,Father
137,MRS-0137,Class 3,Aarti Verma,Verma,Sanjay Verma,Poonam Verma,42650,42650,Indore,Indore,Madhya Pradesh,372730000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Verma,9668928302,Sanjay Verma,Father
138,MRS-0138,Class 3,Neha Jain,Jain,Prakash Jain,Lata Jain,42840,42840,Indore,Indore,Madhya Pradesh,971328000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Prakash Jain,9175434355,Prakash Jain,Father
139,MRS-0139,Class 3,Suresh Yadav,Yadav,Mahesh Yadav,Meena Yadav,42980,42980,Indore,Indore,Madhya Pradesh,220490000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Yadav,9843787813,Mahesh Yadav,Father
140,MRS-0140,Class 3,Nikhil Jain,Jain,Sanjay Jain,Poonam Jain,42874,42874,Indore,Indore,Madhya Pradesh,883939000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Jain,9797521394,Sanjay Jain,Father
141,MRS-0141,Class 3,Komal Yadav,Yadav,Vijay Yadav,Sarla Yadav,42853,42853,Indore,Indore,Madhya Pradesh,577894000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Vijay Yadav,9841704346,Vijay Yadav,Father
142,MRS-0142,Class 3,Aman Patel,Patel,Rakesh Patel,Kiran Patel,42181,42181,Indore,Indore,Madhya Pradesh,445565000000,General,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Patel,9399047994,Rakesh Patel,Father
143,MRS-0143,Class 3,Rohit Malviya,Malviya,Ashok Malviya,Meena Malviya,42610,42610,Indore,Indore,Madhya Pradesh,409991000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Ashok Malviya,9248496218,Ashok Malviya,Father
144,MRS-0144,Class 3,Pranav Jain,Jain,Rakesh Jain,Lata Jain,42335,42335,Indore,Indore,Madhya Pradesh,117741000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Jain,9897669480,Rakesh Jain,Father
145,MRS-0145,Class 3,Pranav Sharma,Sharma,Prakash Sharma,Seema Sharma,42470,42470,Indore,Indore,Madhya Pradesh,612429000000,SC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Prakash Sharma,9887712547,Prakash Sharma,Father
146,MRS-0146,Class 3,Pooja Mishra,Mishra,Manoj Mishra,Poonam Mishra,42613,42613,Indore,Indore,Madhya Pradesh,346721000000,SC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Manoj Mishra,9775466137,Manoj Mishra,Father
147,MRS-0147,Class 3,Pooja Gupta,Gupta,Rakesh Gupta,Lata Gupta,42209,42209,Indore,Indore,Madhya Pradesh,838144000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Gupta,9229830148,Rakesh Gupta,Father
148,MRS-0148,Class 3,Aarti Gupta,Gupta,Ashok Gupta,Rekha Gupta,43038,43038,Indore,Indore,Madhya Pradesh,875216000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Ashok Gupta,9869873982,Ashok Gupta,Father
149,MRS-0149,Class 3,Komal Jain,Jain,Rakesh Jain,Seema Jain,42990,42990,Indore,Indore,Madhya Pradesh,480885000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Jain,9523652920,Rakesh Jain,Father
150,MRS-0150,Class 3,Ankit Yadav,Yadav,Sanjay Yadav,Meena Yadav,42165,42165,Indore,Indore,Madhya Pradesh,191844000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Yadav,9126277492,Sanjay Yadav,Father
151,MRS-0151,Class 3,Riya Sharma,Sharma,Mahesh Sharma,Sarla Sharma,42624,42624,Indore,Indore,Madhya Pradesh,851134000000,ST,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Sharma,9256632292,Mahesh Sharma,Father
152,MRS-0152,Class 3,Pranav Yadav,Yadav,Prakash Yadav,Seema Yadav,42285,42285,Indore,Indore,Madhya Pradesh,112828000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Prakash Yadav,9587341217,Prakash Yadav,Father
153,MRS-0153,Class 3,Rohit Sharma,Sharma,Anil Sharma,Seema Sharma,42656,42656,Indore,Indore,Madhya Pradesh,369060000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Anil Sharma,9739120186,Anil Sharma,Father
154,MRS-0154,Class 3,Vikas Sharma,Sharma,Manoj Sharma,Poonam Sharma,43058,43058,Indore,Indore,Madhya Pradesh,482254000000,ST,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Manoj Sharma,9725809371,Manoj Sharma,Father
155,MRS-0155,Class 3,Aakash Sharma,Sharma,Rajesh Sharma,Lata Sharma,42869,42869,Indore,Indore,Madhya Pradesh,811493000000,OBC,Hindu,Hindi,Yes,B+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Sharma,9313998299,Rajesh Sharma,Father
156,MRS-0156,Class 3,Sneha Verma,Verma,Prakash Verma,Geeta Verma,42656,42656,Indore,Indore,Madhya Pradesh,169585000000,General,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Prakash Verma,9880666233,Prakash Verma,Father
157,MRS-0157,Class 3,Priya Choudhary,Choudhary,Prakash Choudhary,Seema Choudhary,43042,43042,Indore,Indore,Madhya Pradesh,137851000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Prakash Choudhary,9392426201,Prakash Choudhary,Father
158,MRS-0158,Class 3,Neha Gupta,Gupta,Ashok Gupta,Poonam Gupta,42580,42580,Indore,Indore,Madhya Pradesh,657134000000,SC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Ashok Gupta,9433434897,Ashok Gupta,Father
159,MRS-0159,Class 3,Pooja Mishra,Mishra,Sanjay Mishra,Poonam Mishra,43076,43076,Indore,Indore,Madhya Pradesh,101342000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Mishra,9394453117,Sanjay Mishra,Father
160,MRS-0160,Class 3,Suresh Mishra,Mishra,Manoj Mishra,Geeta Mishra,42551,42551,Indore,Indore,Madhya Pradesh,106285000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Manoj Mishra,9926361088,Manoj Mishra,Father
161,MRS-0161,Class 3,Neha Yadav,Yadav,Mahesh Yadav,Sunita Yadav,42665,42665,Indore,Indore,Madhya Pradesh,232288000000,SC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Yadav,9765205871,Mahesh Yadav,Father
162,MRS-0162,Class 3,Vikas Gupta,Gupta,Sanjay Gupta,Poonam Gupta,43088,43088,Indore,Indore,Madhya Pradesh,911184000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Gupta,9735909199,Sanjay Gupta,Father
163,MRS-0163,Class 3,Priya Patel,Patel,Vijay Patel,Geeta Patel,42977,42977,Indore,Indore,Madhya Pradesh,158291000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Vijay Patel,9900710411,Vijay Patel,Father
164,MRS-0164,Class 3,Nikhil Agarwal,Agarwal,Sanjay Agarwal,Sunita Agarwal,42318,42318,Indore,Indore,Madhya Pradesh,748533000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Agarwal,9120563490,Sanjay Agarwal,Father
165,MRS-0165,Class 3,Pooja Agarwal,Agarwal,Mahesh Agarwal,Sunita Agarwal,42239,42239,Indore,Indore,Madhya Pradesh,147275000000,ST,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Agarwal,9540891425,Mahesh Agarwal,Father
166,MRS-0166,Class 4,Ankit Mishra,Mishra,Ashok Mishra,Rekha Mishra,42131,42131,Indore,Indore,Madhya Pradesh,931787000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Ashok Mishra,9833695011,Ashok Mishra,Father
167,MRS-0167,Class 4,Priya Patel,Patel,Manoj Patel,Sunita Patel,41809,41809,Indore,Indore,Madhya Pradesh,361159000000,General,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Manoj Patel,9780982594,Manoj Patel,Father
168,MRS-0168,Class 4,Aman Mishra,Mishra,Mahesh Mishra,Seema Mishra,42438,42438,Indore,Indore,Madhya Pradesh,839769000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Mishra,9227310764,Mahesh Mishra,Father
169,MRS-0169,Class 4,Anjali Gupta,Gupta,Manoj Gupta,Geeta Gupta,42569,42569,Indore,Indore,Madhya Pradesh,740462000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Manoj Gupta,9478514344,Manoj Gupta,Father
170,MRS-0170,Class 4,Anjali Patel,Patel,Anil Patel,Seema Patel,41851,41851,Indore,Indore,Madhya Pradesh,537216000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Anil Patel,9241496085,Anil Patel,Father
171,MRS-0171,Class 4,Pooja Malviya,Malviya,Rajesh Malviya,Vinita Malviya,42260,42260,Indore,Indore,Madhya Pradesh,769348000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Malviya,9567524256,Rajesh Malviya,Father
172,MRS-0172,Class 4,Priya Patel,Patel,Ashok Patel,Poonam Patel,41784,41784,Indore,Indore,Madhya Pradesh,526160000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Ashok Patel,9135885979,Ashok Patel,Father
173,MRS-0173,Class 4,Riya Gupta,Gupta,Deepak Gupta,Geeta Gupta,41988,41988,Indore,Indore,Madhya Pradesh,123545000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Deepak Gupta,9880912660,Deepak Gupta,Father
174,MRS-0174,Class 4,Aman Verma,Verma,Deepak Verma,Lata Verma,42090,42090,Indore,Indore,Madhya Pradesh,600596000000,ST,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Deepak Verma,9108187644,Deepak Verma,Father
175,MRS-0175,Class 4,Pooja Mishra,Mishra,Manoj Mishra,Geeta Mishra,42645,42645,Indore,Indore,Madhya Pradesh,746093000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Manoj Mishra,9609665427,Manoj Mishra,Father
176,MRS-0176,Class 4,Rahul Yadav,Yadav,Anil Yadav,Sarla Yadav,42629,42629,Indore,Indore,Madhya Pradesh,347428000000,ST,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Anil Yadav,9954524918,Anil Yadav,Father
177,MRS-0177,Class 4,Neha Gupta,Gupta,Sanjay Gupta,Poonam Gupta,42655,42655,Indore,Indore,Madhya Pradesh,233614000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Gupta,9139054810,Sanjay Gupta,Father
178,MRS-0178,Class 4,Nikhil Mishra,Mishra,Anil Mishra,Vinita Mishra,42171,42171,Indore,Indore,Madhya Pradesh,233643000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Anil Mishra,9857366548,Anil Mishra,Father
179,MRS-0179,Class 4,Komal Agarwal,Agarwal,Mahesh Agarwal,Sunita Agarwal,42504,42504,Indore,Indore,Madhya Pradesh,941967000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Agarwal,9238226460,Mahesh Agarwal,Father
180,MRS-0180,Class 4,Kunal Gupta,Gupta,Ashok Gupta,Seema Gupta,41919,41919,Indore,Indore,Madhya Pradesh,969867000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Ashok Gupta,9291587795,Ashok Gupta,Father
181,MRS-0181,Class 4,Shreya Mishra,Mishra,Manoj Mishra,Vinita Mishra,41890,41890,Indore,Indore,Madhya Pradesh,310263000000,ST,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Manoj Mishra,9590325978,Manoj Mishra,Father
182,MRS-0182,Class 4,Kavita Jain,Jain,Mahesh Jain,Vinita Jain,41981,41981,Indore,Indore,Madhya Pradesh,594899000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Jain,9476745449,Mahesh Jain,Father
183,MRS-0183,Class 4,Pooja Yadav,Yadav,Manoj Yadav,Geeta Yadav,41932,41932,Indore,Indore,Madhya Pradesh,731392000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Manoj Yadav,9454570211,Manoj Yadav,Father
184,MRS-0184,Class 4,Priya Jain,Jain,Vijay Jain,Sarla Jain,42566,42566,Indore,Indore,Madhya Pradesh,124466000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Vijay Jain,9557634221,Vijay Jain,Father
185,MRS-0185,Class 4,Riya Verma,Verma,Anil Verma,Sunita Verma,42084,42084,Indore,Indore,Madhya Pradesh,888048000000,General,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Anil Verma,9654380440,Anil Verma,Father
186,MRS-0186,Class 4,Suresh Jain,Jain,Mahesh Jain,Lata Jain,41973,41973,Indore,Indore,Madhya Pradesh,979290000000,General,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Jain,9846593094,Mahesh Jain,Father
187,MRS-0187,Class 4,Kunal Patel,Patel,Manoj Patel,Rekha Patel,42222,42222,Indore,Indore,Madhya Pradesh,602842000000,ST,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Manoj Patel,9383767763,Manoj Patel,Father
188,MRS-0188,Class 4,Anjali Choudhary,Choudhary,Sanjay Choudhary,Sarla Choudhary,41839,41839,Indore,Indore,Madhya Pradesh,884837000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Choudhary,9458175237,Sanjay Choudhary,Father
189,MRS-0189,Class 4,Rohit Sharma,Sharma,Deepak Sharma,Meena Sharma,41810,41810,Indore,Indore,Madhya Pradesh,464339000000,General,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Deepak Sharma,9828666045,Deepak Sharma,Father
190,MRS-0190,Class 4,Neha Patel,Patel,Sanjay Patel,Seema Patel,42730,42730,Indore,Indore,Madhya Pradesh,844177000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Patel,9235981403,Sanjay Patel,Father
191,MRS-0191,Class 4,Shreya Yadav,Yadav,Ashok Yadav,Seema Yadav,42698,42698,Indore,Indore,Madhya Pradesh,808430000000,SC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Ashok Yadav,9921513118,Ashok Yadav,Father
192,MRS-0192,Class 4,Rohit Mishra,Mishra,Rakesh Mishra,Poonam Mishra,42252,42252,Indore,Indore,Madhya Pradesh,146880000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Mishra,9390854670,Rakesh Mishra,Father
193,MRS-0193,Class 4,Aarti Jain,Jain,Ashok Jain,Meena Jain,42175,42175,Indore,Indore,Madhya Pradesh,136167000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Ashok Jain,9920450372,Ashok Jain,Father
194,MRS-0194,Class 4,Sneha Malviya,Malviya,Manoj Malviya,Meena Malviya,41825,41825,Indore,Indore,Madhya Pradesh,515265000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Manoj Malviya,9581886705,Manoj Malviya,Father
195,MRS-0195,Class 4,Pranav Verma,Verma,Anil Verma,Sarla Verma,41945,41945,Indore,Indore,Madhya Pradesh,967363000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Anil Verma,9614123861,Anil Verma,Father
